accident_id,city,state,latitude,longitude,accident_datetime,date,time,hour,day_of_week,month,year,severity,severity_label,vehicle_type,road_type,weather,casualties,fatalities,injured
ACC_002357,Mumbai,Maharashtra,19.038068,72.905824,2020-03-11 18:33:22,2020-03-11,18:33:22,18,2,3,2020,1,Minor,Car,Highway,Clear,0,0,1
ACC_002358,Delhi,Delhi,28.660328,77.015895,2021-01-27 09:59:38,2021-01-27,09:59:38,9,2,1,2021,1,Minor,Bus,Residential,Night,3,0,1
ACC_002359,Chennai,Tamil Nadu,13.026694,80.27426,2022-03-03 08:34:41,2022-03-03,08:34:41,8,3,3,2022,3,Fatal,Truck,City Road,Fog,2,1,1
ACC_002360,Bangalore,Karnataka,13.070553,77.614592,2020-02-18 21:14:29,2020-02-18,21:14:29,21,1,2,2020,1,Minor,Motorcycle,City Road,Clear,1,1,0
ACC_002361,Jaipur,Rajasthan,26.921039,75.812337,2020-07-29 13:03:24,2020-07-29,13:03:24,13,2,7,2020,1,Minor,Motorcycle,City Road,Clear,0,1,0
ACC_002362,Jaipur,Rajasthan,26.911158,75.687476,2020-01-05 15:23:56,2020-01-05,15:23:56,15,6,1,2020,2,Serious,Auto-rickshaw,Rural Road,Clear,3,0,1
ACC_002363,Kolkata,West Bengal,22.630514,88.393418,2023-02-20 09:09:39,2023-02-20,09:09:39,9,0,2,2023,1,Minor,Motorcycle,Residential,Clear,2,0,0
ACC_002364,Delhi,Delhi,28.742044,77.170067,2023-09-24 20:34:40,2023-09-24,20:34:40,20,6,9,2023,1,Minor,Bus,Highway,Rain,0,0,0
ACC_002365,Jaipur,Rajasthan,26.82759,75.761491,2022-05-11 05:41:03,2022-05-11,05:41:03,5,2,5,2022,1,Minor,Car,Rural Road,Night,2,0,2
ACC_002366,Hyderabad,Telangana,17.483991,78.5328,2023-03-26 11:22:14,2023-03-26,11:22:14,11,6,3,2023,1,Minor,Truck,Residential,Fog,1,0,0
ACC_002367,Surat,Gujarat,21.210255,72.77021,2022-12-16 04:57:05,2022-12-16,04:57:05,4,4,12,2022,2,Serious,Truck,City Road,Clear,3,0,6
ACC_002368,Ahmedabad,Gujarat,23.097374,72.494098,2021-05-02 18:37:48,2021-05-02,18:37:48,18,6,5,2021,1,Minor,Auto-rickshaw,Residential,Clear,0,0,3
ACC_002369,Surat,Gujarat,21.13669,72.776084,2021-10-17 11:50:12,2021-10-17,11:50:12,11,6,10,2021,2,Serious,Car,Residential,Rain,1,0,1
ACC_002370,Hyderabad,Telangana,17.479021,78.511546,2022-06-17 20:56:36,2022-06-17,20:56:36,20,4,6,2022,1,Minor,Truck,City Road,Rain,0,0,1
ACC_002371,Jaipur,Rajasthan,26.877487,75.743828,2023-05-29 17:58:24,2023-05-29,17:58:24,17,0,5,2023,1,Minor,Truck,Highway,Clear,0,0,1
ACC_002372,Delhi,Delhi,28.782439,77.119557,2022-11-24 16:29:03,2022-11-24,16:29:03,16,3,11,2022,3,Fatal,Auto-rickshaw,Highway,Rain,5,1,2
ACC_002373,Kolkata,West Bengal,22.632842,88.315089,2023-07-21 17:56:32,2023-07-21,17:56:32,17,4,7,2023,1,Minor,Car,City Road,Clear,0,0,1
ACC_002374,Bangalore,Karnataka,12.871636,77.613944,2021-12-19 16:23:46,2021-12-19,16:23:46,16,6,12,2021,3,Fatal,Car,City Road,Night,3,1,1
ACC_002375,Jaipur,Rajasthan,26.919491,75.886416,2020-08-31 16:24:20,2020-08-31,16:24:20,16,0,8,2020,2,Serious,Car,Highway,Rain,4,0,2
ACC_002376,Ahmedabad,Gujarat,23.075181,72.541379,2023-01-22 23:12:18,2023-01-22,23:12:18,23,6,1,2023,1,Minor,Auto-rickshaw,Highway,Clear,1,0,1
ACC_002377,Hyderabad,Telangana,17.342733,78.56856,2022-05-07 21:06:09,2022-05-07,21:06:09,21,5,5,2022,1,Minor,Car,Highway,Clear,1,0,2
ACC_002378,Ahmedabad,Gujarat,22.939787,72.669581,2023-09-14 08:27:07,2023-09-14,08:27:07,8,3,9,2023,1,Minor,Motorcycle,City Road,Clear,1,0,4
ACC_002379,Chennai,Tamil Nadu,12.991937,80.271198,2020-12-02 12:38:26,2020-12-02,12:38:26,12,2,12,2020,1,Minor,Bicycle,Rural Road,Clear,1,0,2
ACC_002380,Bangalore,Karnataka,12.976425,77.633615,2022-05-19 17:02:56,2022-05-19,17:02:56,17,3,5,2022,2,Serious,Bus,Rural Road,Clear,2,0,0
ACC_002381,Mumbai,Maharashtra,19.026888,72.916902,2021-11-08 10:03:25,2021-11-08,10:03:25,10,0,11,2021,1,Minor,Car,Rural Road,Clear,2,0,0
ACC_002382,Hyderabad,Telangana,17.31702,78.558859,2021-05-08 09:19:15,2021-05-08,09:19:15,9,5,5,2021,2,Serious,Motorcycle,City Road,Clear,0,0,0
ACC_002383,Chennai,Tamil Nadu,13.078955,80.347661,2022-06-27 04:59:37,2022-06-27,04:59:37,4,0,6,2022,2,Serious,Auto-rickshaw,Highway,Rain,1,0,2
ACC_002384,Jaipur,Rajasthan,26.98301,75.816943,2023-01-14 20:23:44,2023-01-14,20:23:44,20,5,1,2023,1,Minor,Motorcycle,City Road,Clear,1,0,4
ACC_002385,Jaipur,Rajasthan,26.924754,75.731634,2023-02-12 20:03:19,2023-02-12,20:03:19,20,6,2,2023,1,Minor,Truck,City Road,Clear,2,0,1
ACC_002386,Ahmedabad,Gujarat,23.079375,72.615985,2023-09-12 09:02:22,2023-09-12,09:02:22,9,1,9,2023,1,Minor,Motorcycle,Highway,Clear,2,1,2
ACC_002387,Ahmedabad,Gujarat,22.994786,72.566226,2023-07-22 14:50:34,2023-07-22,14:50:34,14,5,7,2023,1,Minor,Motorcycle,City Road,Clear,0,0,0
ACC_002388,Ahmedabad,Gujarat,23.115439,72.495301,2021-09-30 19:11:56,2021-09-30,19:11:56,19,3,9,2021,1,Minor,Motorcycle,Highway,Clear,3,0,1
ACC_002389,Jaipur,Rajasthan,26.979288,75.878208,2021-01-11 19:03:55,2021-01-11,19:03:55,19,0,1,2021,1,Minor,Car,Residential,Rain,2,0,1
ACC_002390,Surat,Gujarat,21.100321,72.759822,2021-02-09 17:33:03,2021-02-09,17:33:03,17,1,2,2021,1,Minor,Motorcycle,City Road,Clear,1,1,1
ACC_002391,Mumbai,Maharashtra,19.030196,72.901968,2023-06-07 10:46:35,2023-06-07,10:46:35,10,2,6,2023,1,Minor,Car,Highway,Clear,2,0,3
ACC_002392,Jaipur,Rajasthan,26.833736,75.723066,2020-02-06 12:14:19,2020-02-06,12:14:19,12,3,2,2020,2,Serious,Motorcycle,Rural Road,Clear,1,0,1
ACC_002393,Chennai,Tamil Nadu,12.989159,80.246872,2021-02-26 08:43:41,2021-02-26,08:43:41,8,4,2,2021,1,Minor,Motorcycle,City Road,Clear,0,0,1
ACC_002394,Kolkata,West Bengal,22.571307,88.411237,2023-01-31 15:11:33,2023-01-31,15:11:33,15,1,1,2023,1,Minor,Bus,Highway,Clear,0,0,1
ACC_002395,Chennai,Tamil Nadu,13.145784,80.266243,2023-08-19 13:41:02,2023-08-19,13:41:02,13,5,8,2023,1,Minor,Car,Highway,Night,0,0,2
ACC_002396,Bangalore,Karnataka,13.041919,77.536843,2023-08-25 18:34:53,2023-08-25,18:34:53,18,4,8,2023,1,Minor,Bus,Residential,Rain,1,0,2
ACC_002397,Pune,Maharashtra,18.423481,73.840933,2023-07-29 07:06:19,2023-07-29,07:06:19,7,5,7,2023,1,Minor,Bicycle,Residential,Rain,1,0,0
ACC_002398,Ahmedabad,Gujarat,23.071046,72.583194,2020-09-11 15:33:21,2020-09-11,15:33:21,15,4,9,2020,1,Minor,Motorcycle,Highway,Clear,0,0,0
ACC_002399,Ahmedabad,Gujarat,22.964686,72.618484,2020-05-22 07:57:29,2020-05-22,07:57:29,7,4,5,2020,1,Minor,Car,City Road,Clear,1,0,0
ACC_002400,Kolkata,West Bengal,22.658705,88.32803,2021-11-15 21:03:35,2021-11-15,21:03:35,21,0,11,2021,1,Minor,Car,Rural Road,Clear,0,0,1
ACC_002401,Delhi,Delhi,28.716182,77.048177,2022-04-16 19:27:16,2022-04-16,19:27:16,19,5,4,2022,1,Minor,Motorcycle,Residential,Clear,1,0,2
ACC_002402,Pune,Maharashtra,18.604221,73.782105,2021-05-15 09:20:07,2021-05-15,09:20:07,9,5,5,2021,1,Minor,Auto-rickshaw,City Road,Clear,0,0,0
ACC_002403,Pune,Maharashtra,18.528879,73.819785,2020-07-08 17:35:58,2020-07-08,17:35:58,17,2,7,2020,1,Minor,Truck,City Road,Clear,0,1,0
ACC_002404,Surat,Gujarat,21.223286,72.83131,2020-11-20 05:16:39,2020-11-20,05:16:39,5,4,11,2020,2,Serious,Motorcycle,City Road,Clear,2,0,3
ACC_002405,Kolkata,West Bengal,22.578144,88.326792,2021-02-17 15:40:30,2021-02-17,15:40:30,15,2,2,2021,1,Minor,Motorcycle,City Road,Rain,0,0,2
ACC_002406,Jaipur,Rajasthan,26.996548,75.833914,2020-02-21 17:50:16,2020-02-21,17:50:16,17,4,2,2020,1,Minor,Motorcycle,City Road,Clear,1,0,1
ACC_002407,Bangalore,Karnataka,13.004982,77.53537,2023-09-30 14:42:01,2023-09-30,14:42:01,14,5,9,2023,1,Minor,Auto-rickshaw,Residential,Night,1,0,2
ACC_002408,Mumbai,Maharashtra,19.084502,72.973589,2021-08-10 08:44:26,2021-08-10,08:44:26,8,1,8,2021,2,Serious,Motorcycle,Rural Road,Clear,2,1,3
ACC_002409,Kolkata,West Bengal,22.650411,88.399515,2022-08-04 19:10:26,2022-08-04,19:10:26,19,3,8,2022,1,Minor,Truck,City Road,Rain,0,0,1
ACC_002410,Chennai,Tamil Nadu,13.096453,80.257539,2022-12-28 18:37:59,2022-12-28,18:37:59,18,2,12,2022,1,Minor,Truck,City Road,Fog,4,0,0
ACC_002411,Hyderabad,Telangana,17.459789,78.493444,2023-12-24 20:20:20,2023-12-24,20:20:20,20,6,12,2023,1,Minor,Motorcycle,City Road,Clear,1,1,0
ACC_002412,Kolkata,West Bengal,22.574723,88.301175,2021-02-25 16:21:07,2021-02-25,16:21:07,16,3,2,2021,1,Minor,Car,Residential,Fog,0,0,1
ACC_002413,Surat,Gujarat,21.216014,72.743643,2023-04-26 16:08:51,2023-04-26,16:08:51,16,2,4,2023,1,Minor,Car,Highway,Clear,1,0,1
ACC_002414,Ahmedabad,Gujarat,22.979277,72.618429,2020-07-02 13:52:29,2020-07-02,13:52:29,13,3,7,2020,1,Minor,Car,City Road,Clear,2,0,1
ACC_002415,Mumbai,Maharashtra,18.990503,72.826521,2020-09-30 13:00:19,2020-09-30,13:00:19,13,2,9,2020,1,Minor,Car,Rural Road,Rain,1,0,3
ACC_002416,Hyderabad,Telangana,17.423691,78.453946,2023-01-28 12:28:57,2023-01-28,12:28:57,12,5,1,2023,1,Minor,Truck,City Road,Clear,1,0,2
ACC_002417,Delhi,Delhi,28.617974,77.065252,2021-02-26 18:04:32,2021-02-26,18:04:32,18,4,2,2021,1,Minor,Bus,City Road,Clear,4,0,3
ACC_002418,Hyderabad,Telangana,17.355692,78.415267,2023-03-23 05:36:51,2023-03-23,05:36:51,5,3,3,2023,1,Minor,Car,Highway,Fog,0,1,0
ACC_002419,Delhi,Delhi,28.641111,77.198008,2022-04-13 11:22:32,2022-04-13,11:22:32,11,2,4,2022,1,Minor,Bus,Rural Road,Fog,0,0,0
ACC_002420,Bangalore,Karnataka,13.059254,77.585649,2023-07-23 06:00:43,2023-07-23,06:00:43,6,6,7,2023,1,Minor,Truck,City Road,Rain,0,0,0
ACC_002421,Hyderabad,Telangana,17.39462,78.562949,2022-05-16 15:29:53,2022-05-16,15:29:53,15,0,5,2022,1,Minor,Car,City Road,Clear,0,0,1
ACC_002422,Chennai,Tamil Nadu,13.049955,80.176419,2023-08-14 06:59:21,2023-08-14,06:59:21,6,0,8,2023,1,Minor,Motorcycle,City Road,Clear,0,0,0
ACC_002423,Bangalore,Karnataka,12.880105,77.536678,2023-01-13 01:19:52,2023-01-13,01:19:52,1,4,1,2023,3,Fatal,Bus,City Road,Clear,3,1,0
ACC_002424,Surat,Gujarat,21.223717,72.923741,2022-02-05 09:29:17,2022-02-05,09:29:17,9,5,2,2022,1,Minor,Car,Highway,Clear,1,0,2
ACC_002425,Delhi,Delhi,28.803917,77.080893,2021-07-14 09:33:37,2021-07-14,09:33:37,9,2,7,2021,1,Minor,Auto-rickshaw,Highway,Clear,0,0,0
ACC_002426,Jaipur,Rajasthan,26.821781,75.763429,2021-11-09 09:17:23,2021-11-09,09:17:23,9,1,11,2021,2,Serious,Car,City Road,Clear,1,0,4
ACC_002427,Surat,Gujarat,21.158111,72.843716,2021-12-04 20:42:45,2021-12-04,20:42:45,20,5,12,2021,1,Minor,Motorcycle,Highway,Clear,1,0,2
ACC_002428,Pune,Maharashtra,18.577514,73.875366,2022-09-23 21:09:41,2022-09-23,21:09:41,21,4,9,2022,1,Minor,Truck,Residential,Rain,0,0,0
ACC_002429,Pune,Maharashtra,18.528246,73.911232,2020-10-26 17:47:58,2020-10-26,17:47:58,17,0,10,2020,2,Serious,Car,Highway,Clear,0,0,2
ACC_002430,Surat,Gujarat,21.132494,72.771978,2023-07-05 14:41:12,2023-07-05,14:41:12,14,2,7,2023,1,Minor,Car,Rural Road,Rain,2,0,1
ACC_002431,Hyderabad,Telangana,17.478265,78.408962,2022-08-17 10:48:06,2022-08-17,10:48:06,10,2,8,2022,1,Minor,Car,Highway,Clear,2,0,2
ACC_002432,Delhi,Delhi,28.636483,77.053172,2020-09-20 09:33:39,2020-09-20,09:33:39,9,6,9,2020,1,Minor,Bus,Highway,Clear,1,0,1
ACC_002433,Chennai,Tamil Nadu,13.159141,80.277225,2022-02-11 23:01:08,2022-02-11,23:01:08,23,4,2,2022,1,Minor,Car,City Road,Night,0,0,0
ACC_002434,Surat,Gujarat,21.17329,72.782171,2021-11-22 20:21:47,2021-11-22,20:21:47,20,0,11,2021,1,Minor,Motorcycle,Highway,Clear,1,0,1
ACC_002435,Jaipur,Rajasthan,26.831266,75.7299,2023-03-07 17:32:06,2023-03-07,17:32:06,17,1,3,2023,2,Serious,Car,City Road,Rain,3,0,2
ACC_002436,Jaipur,Rajasthan,26.989242,75.806392,2021-11-19 12:41:31,2021-11-19,12:41:31,12,4,11,2021,1,Minor,Car,Highway,Clear,4,1,0
ACC_002437,Chennai,Tamil Nadu,13.053876,80.324419,2021-03-19 11:34:51,2021-03-19,11:34:51,11,4,3,2021,1,Minor,Car,Rural Road,Night,1,0,0
ACC_002438,Bangalore,Karnataka,12.934644,77.516433,2023-05-26 03:20:00,2023-05-26,03:20:00,3,4,5,2023,3,Fatal,Car,Highway,Rain,4,1,1
ACC_002439,Ahmedabad,Gujarat,23.067662,72.639458,2020-03-21 23:11:14,2020-03-21,23:11:14,23,5,3,2020,2,Serious,Car,Highway,Rain,1,0,0
ACC_002440,Kolkata,West Bengal,22.494813,88.419212,2023-03-07 18:20:36,2023-03-07,18:20:36,18,1,3,2023,1,Minor,Car,Highway,Rain,1,0,2
ACC_002441,Kolkata,West Bengal,22.583822,88.335518,2023-05-02 17:08:01,2023-05-02,17:08:01,17,1,5,2023,1,Minor,Car,Rural Road,Night,0,1,2
ACC_002442,Delhi,Delhi,28.703693,77.022824,2023-09-14 21:34:21,2023-09-14,21:34:21,21,3,9,2023,2,Serious,Car,Highway,Night,1,0,0
ACC_002443,Ahmedabad,Gujarat,23.017152,72.609203,2020-04-24 18:33:50,2020-04-24,18:33:50,18,4,4,2020,1,Minor,Car,City Road,Fog,3,0,1
ACC_002444,Kolkata,West Bengal,22.579705,88.378055,2022-12-17 18:31:20,2022-12-17,18:31:20,18,5,12,2022,1,Minor,Motorcycle,Rural Road,Clear,1,0,2
ACC_002445,Pune,Maharashtra,18.608283,73.827038,2022-12-27 12:41:54,2022-12-27,12:41:54,12,1,12,2022,2,Serious,Car,Highway,Clear,1,0,1
ACC_002446,Pune,Maharashtra,18.56141,73.904245,2021-10-03 22:35:21,2021-10-03,22:35:21,22,6,10,2021,1,Minor,Bus,City Road,Rain,1,0,2
ACC_002447,Jaipur,Rajasthan,26.884473,75.777627,2021-01-27 09:30:18,2021-01-27,09:30:18,9,2,1,2021,2,Serious,Car,Highway,Rain,0,0,2
ACC_002448,Hyderabad,Telangana,17.357168,78.546299,2021-02-09 15:36:25,2021-02-09,15:36:25,15,1,2,2021,1,Minor,Truck,City Road,Night,1,0,1
ACC_002449,Hyderabad,Telangana,17.476599,78.568527,2022-11-18 18:40:31,2022-11-18,18:40:31,18,4,11,2022,2,Serious,Auto-rickshaw,City Road,Night,0,0,3
ACC_002450,Kolkata,West Bengal,22.651254,88.341908,2023-10-05 10:34:20,2023-10-05,10:34:20,10,3,10,2023,1,Minor,Motorcycle,City Road,Night,1,0,2
ACC_002451,Chennai,Tamil Nadu,13.128281,80.223054,2023-08-19 18:17:25,2023-08-19,18:17:25,18,5,8,2023,1,Minor,Motorcycle,City Road,Night,3,0,2
ACC_002452,Pune,Maharashtra,18.499106,73.836502,2022-04-04 13:04:34,2022-04-04,13:04:34,13,0,4,2022,1,Minor,Motorcycle,Highway,Clear,1,0,1
ACC_002453,Surat,Gujarat,21.167012,72.917148,2021-11-20 11:47:00,2021-11-20,11:47:00,11,5,11,2021,2,Serious,Car,City Road,Clear,3,0,4
ACC_002454,Pune,Maharashtra,18.507832,73.76201,2020-02-04 17:41:11,2020-02-04,17:41:11,17,1,2,2020,1,Minor,Motorcycle,Highway,Rain,1,0,1
ACC_002455,Kolkata,West Bengal,22.544021,88.456468,2020-10-03 11:39:11,2020-10-03,11:39:11,11,5,10,2020,2,Serious,Auto-rickshaw,City Road,Clear,2,0,0
ACC_002456,Pune,Maharashtra,18.491497,73.920919,2020-07-28 19:42:00,2020-07-28,19:42:00,19,1,7,2020,2,Serious,Bus,Rural Road,Rain,1,0,3
ACC_002457,Hyderabad,Telangana,17.358265,78.544458,2020-11-13 09:34:54,2020-11-13,09:34:54,9,4,11,2020,3,Fatal,Car,City Road,Night,6,1,5
ACC_002458,Bangalore,Karnataka,12.900484,77.655279,2021-11-30 17:52:57,2021-11-30,17:52:57,17,1,11,2021,1,Minor,Car,Rural Road,Clear,1,1,0
ACC_002459,Mumbai,Maharashtra,19.171873,72.82584,2021-04-14 04:19:00,2021-04-14,04:19:00,4,2,4,2021,1,Minor,Motorcycle,City Road,Clear,2,0,0
ACC_002460,Pune,Maharashtra,18.498794,73.800079,2020-11-13 18:28:58,2020-11-13,18:28:58,18,4,11,2020,1,Minor,Truck,City Road,Clear,1,0,0
ACC_002461,Chennai,Tamil Nadu,13.104323,80.234344,2022-12-04 02:16:20,2022-12-04,02:16:20,2,6,12,2022,3,Fatal,Bus,City Road,Clear,5,1,5
ACC_002462,Surat,Gujarat,21.108806,72.812889,2023-04-12 15:09:11,2023-04-12,15:09:11,15,2,4,2023,1,Minor,Motorcycle,Highway,Rain,0,1,1
ACC_002463,Pune,Maharashtra,18.512007,73.87463,2021-10-26 08:56:32,2021-10-26,08:56:32,8,1,10,2021,1,Minor,Motorcycle,Rural Road,Night,0,0,0
ACC_002464,Kolkata,West Bengal,22.487482,88.412781,2021-04-12 14:31:51,2021-04-12,14:31:51,14,0,4,2021,1,Minor,Bus,City Road,Night,2,0,0
ACC_002465,Jaipur,Rajasthan,26.877082,75.718027,2021-11-07 21:58:28,2021-11-07,21:58:28,21,6,11,2021,1,Minor,Car,Highway,Rain,0,0,0
ACC_002466,Surat,Gujarat,21.203542,72.76602,2023-07-07 12:17:41,2023-07-07,12:17:41,12,4,7,2023,1,Minor,Bus,City Road,Rain,1,0,1
ACC_002467,Bangalore,Karnataka,12.9428,77.547003,2021-10-14 19:45:33,2021-10-14,19:45:33,19,3,10,2021,1,Minor,Motorcycle,Residential,Clear,1,0,0
ACC_002468,Mumbai,Maharashtra,19.083974,72.827378,2023-12-05 21:29:36,2023-12-05,21:29:36,21,1,12,2023,1,Minor,Car,City Road,Night,0,0,2
ACC_002469,Surat,Gujarat,21.095756,72.924064,2021-07-17 14:57:29,2021-07-17,14:57:29,14,5,7,2021,1,Minor,Bicycle,Rural Road,Clear,2,0,0
ACC_002470,Surat,Gujarat,21.138946,72.896384,2023-08-08 06:39:47,2023-08-08,06:39:47,6,1,8,2023,1,Minor,Car,City Road,Rain,0,0,0
ACC_002471,Surat,Gujarat,21.253022,72.913314,2020-12-16 18:12:51,2020-12-16,18:12:51,18,2,12,2020,1,Minor,Bus,Rural Road,Clear,1,1,1
ACC_002472,Delhi,Delhi,28.665105,77.130334,2022-05-04 20:45:07,2022-05-04,20:45:07,20,2,5,2022,3,Fatal,Motorcycle,City Road,Fog,6,1,0
ACC_002473,Kolkata,West Bengal,22.529579,88.401186,2021-02-23 22:40:47,2021-02-23,22:40:47,22,1,2,2021,2,Serious,Truck,Highway,Rain,2,0,1
ACC_002474,Jaipur,Rajasthan,26.940434,75.69576,2020-07-06 06:09:43,2020-07-06,06:09:43,6,0,7,2020,1,Minor,Bicycle,Highway,Fog,1,0,2
ACC_002475,Hyderabad,Telangana,17.454763,78.58601,2022-04-05 17:47:43,2022-04-05,17:47:43,17,1,4,2022,1,Minor,Motorcycle,Rural Road,Clear,1,0,2
ACC_002476,Pune,Maharashtra,18.516615,73.830359,2023-01-09 18:14:15,2023-01-09,18:14:15,18,0,1,2023,1,Minor,Car,Rural Road,Clear,1,0,0
ACC_002477,Chennai,Tamil Nadu,13.001655,80.297874,2022-03-28 08:02:22,2022-03-28,08:02:22,8,0,3,2022,2,Serious,Bus,City Road,Clear,0,0,4
ACC_002478,Hyderabad,Telangana,17.348194,78.431407,2023-04-05 19:53:58,2023-04-05,19:53:58,19,2,4,2023,2,Serious,Car,City Road,Night,1,0,1
ACC_002479,Ahmedabad,Gujarat,22.970765,72.61388,2020-07-30 16:38:30,2020-07-30,16:38:30,16,3,7,2020,2,Serious,Auto-rickshaw,Highway,Night,1,0,3
ACC_002480,Bangalore,Karnataka,13.040743,77.6216,2021-07-23 19:20:00,2021-07-23,19:20:00,19,4,7,2021,2,Serious,Auto-rickshaw,Highway,Night,0,0,5
ACC_002481,Mumbai,Maharashtra,19.095137,72.946974,2023-04-23 15:17:32,2023-04-23,15:17:32,15,6,4,2023,1,Minor,Car,City Road,Clear,0,0,1
ACC_002482,Ahmedabad,Gujarat,22.998112,72.668835,2021-10-22 18:57:40,2021-10-22,18:57:40,18,4,10,2021,1,Minor,Motorcycle,Highway,Fog,1,0,1
ACC_002483,Jaipur,Rajasthan,26.875207,75.746988,2021-10-11 10:07:01,2021-10-11,10:07:01,10,0,10,2021,1,Minor,Car,Highway,Rain,1,0,4
ACC_002484,Surat,Gujarat,21.100552,72.767883,2021-09-25 10:32:52,2021-09-25,10:32:52,10,5,9,2021,1,Minor,Car,Highway,Clear,2,0,0
ACC_002485,Hyderabad,Telangana,17.38329,78.38777,2023-02-02 16:11:45,2023-02-02,16:11:45,16,3,2,2023,1,Minor,Auto-rickshaw,City Road,Clear,2,0,1
ACC_002486,Jaipur,Rajasthan,26.821407,75.759347,2020-09-23 07:39:45,2020-09-23,07:39:45,7,2,9,2020,2,Serious,Bus,Highway,Clear,0,0,3
ACC_002487,Jaipur,Rajasthan,26.838734,75.74485,2022-02-13 08:15:02,2022-02-13,08:15:02,8,6,2,2022,1,Minor,Car,City Road,Clear,2,0,1
ACC_002488,Jaipur,Rajasthan,26.853642,75.826724,2023-11-28 07:46:09,2023-11-28,07:46:09,7,1,11,2023,1,Minor,Motorcycle,City Road,Rain,0,0,2
ACC_002489,Chennai,Tamil Nadu,13.108387,80.288778,2023-11-21 12:35:18,2023-11-21,12:35:18,12,1,11,2023,2,Serious,Car,City Road,Fog,2,0,2
ACC_002490,Pune,Maharashtra,18.44258,73.865627,2020-09-15 17:22:56,2020-09-15,17:22:56,17,1,9,2020,1,Minor,Truck,City Road,Clear,0,0,1
ACC_002491,Delhi,Delhi,28.670477,77.075767,2022-01-20 20:17:46,2022-01-20,20:17:46,20,3,1,2022,1,Minor,Bus,Rural Road,Night,1,0,1
ACC_002492,Hyderabad,Telangana,17.302378,78.390983,2023-07-06 16:55:02,2023-07-06,16:55:02,16,3,7,2023,1,Minor,Car,City Road,Clear,2,0,3
ACC_002493,Kolkata,West Bengal,22.662416,88.388394,2022-12-31 16:15:30,2022-12-31,16:15:30,16,5,12,2022,3,Fatal,Motorcycle,City Road,Clear,2,1,0
ACC_002494,Ahmedabad,Gujarat,23.003026,72.655873,2021-02-13 20:47:44,2021-02-13,20:47:44,20,5,2,2021,1,Minor,Car,Highway,Rain,0,0,0
ACC_002495,Pune,Maharashtra,18.579813,73.941413,2023-11-15 07:48:30,2023-11-15,07:48:30,7,2,11,2023,2,Serious,Car,Residential,Fog,1,0,3
ACC_002496,Mumbai,Maharashtra,19.026599,72.811739,2022-04-28 16:44:40,2022-04-28,16:44:40,16,3,4,2022,1,Minor,Bus,Highway,Clear,1,0,1
ACC_002497,Chennai,Tamil Nadu,13.08286,80.20419,2022-09-02 09:02:23,2022-09-02,09:02:23,9,4,9,2022,1,Minor,Car,City Road,Clear,0,1,2
ACC_002498,Surat,Gujarat,21.238344,72.830892,2023-10-03 17:33:15,2023-10-03,17:33:15,17,1,10,2023,2,Serious,Motorcycle,Residential,Clear,4,0,3
ACC_002499,Bangalore,Karnataka,12.998608,77.622841,2020-05-25 07:31:31,2020-05-25,07:31:31,7,0,5,2020,1,Minor,Car,City Road,Clear,1,0,2
ACC_002500,Jaipur,Rajasthan,26.865985,75.780389,2022-08-20 01:51:04,2022-08-20,01:51:04,1,5,8,2022,1,Minor,Car,Residential,Fog,0,0,0
ACC_002501,Delhi,Delhi,28.780429,77.08915,2022-08-24 17:10:01,2022-08-24,17:10:01,17,2,8,2022,1,Minor,Bus,City Road,Clear,0,0,0
ACC_002502,Chennai,Tamil Nadu,13.067955,80.234126,2022-01-26 17:11:54,2022-01-26,17:11:54,17,2,1,2022,1,Minor,Car,Rural Road,Rain,1,0,3
ACC_002503,Ahmedabad,Gujarat,23.067164,72.496797,2022-07-28 22:01:01,2022-07-28,22:01:01,22,3,7,2022,1,Minor,Car,Rural Road,Night,1,0,1
ACC_002504,Chennai,Tamil Nadu,12.991089,80.314684,2020-03-16 08:01:14,2020-03-16,08:01:14,8,0,3,2020,1,Minor,Motorcycle,Highway,Night,3,0,1
ACC_002505,Jaipur,Rajasthan,26.948134,75.789085,2023-11-10 15:32:23,2023-11-10,15:32:23,15,4,11,2023,1,Minor,Motorcycle,Highway,Rain,0,0,1
ACC_002506,Ahmedabad,Gujarat,23.043254,72.622625,2023-07-22 08:08:42,2023-07-22,08:08:42,8,5,7,2023,1,Minor,Truck,City Road,Clear,0,0,1
ACC_002507,Pune,Maharashtra,18.56119,73.928821,2020-12-27 17:59:06,2020-12-27,17:59:06,17,6,12,2020,1,Minor,Car,Highway,Rain,1,1,0
ACC_002508,Chennai,Tamil Nadu,13.077091,80.321199,2020-08-12 20:32:24,2020-08-12,20:32:24,20,2,8,2020,1,Minor,Motorcycle,City Road,Clear,1,1,0
ACC_002509,Pune,Maharashtra,18.509706,73.837802,2023-06-05 08:53:16,2023-06-05,08:53:16,8,0,6,2023,2,Serious,Motorcycle,Highway,Night,2,0,4
ACC_002510,Mumbai,Maharashtra,18.998518,72.804683,2021-04-10 23:50:41,2021-04-10,23:50:41,23,5,4,2021,2,Serious,Motorcycle,City Road,Rain,0,0,1
ACC_002511,Bangalore,Karnataka,12.954236,77.665677,2023-01-23 12:07:26,2023-01-23,12:07:26,12,0,1,2023,2,Serious,Car,Rural Road,Clear,2,0,1
